task,model,format,file,error,error_message
story,llama-2,yaml,59.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
story,llama-2,yaml,7.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
story,llama-2,yaml,82.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 2, column 3:
      - starting_point: the beginning  ... 
      ^
expected <block end>, but found '?'
  in ""<unicode string>"", line 4, column 3:
      story_synopsis: game story synopsis
      ^"
story,llama-2,yaml,83.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
story,llama-2,yaml,87.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
story,llama-2,yaml,93.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 6, column 1:
    ```
    ^"
story,llama3.1,yaml,16.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 7, column 17:
      title: Tenaria: The Lost Mage
                    ^"
story,llama3.1,yaml,4.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 14, column 76:
     ... mind behind the temporal anomaly: a rogue scientist who seeks to ... 
                                         ^"
story,llama3.1,yaml,44.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 7, column 105:
     ...  tendencies. The final choice is:
                                         ^"
story,llama3.1,yaml,46.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      beginning: In a post-apocalyptic ... 
      ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 5, column 34:
      synopsis: ""Echoes of Eternity"" is set in a world where time has ... 
                                     ^"
story,llama3.1,yaml,89.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      beginning: In a world where magi ... 
      ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 4, column 34:
      synopsis: ""Echoes of Eternity"" is a high-fantasy role-playing g ... 
                                     ^"
story,llama3.1,yaml,99.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 7, column 15:
      title: Eridu: Rebirth
                  ^"
story,llama3.1-70b,yaml,24.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 5, column 7:
          - Save one ancient magical artifact
          ^
expected <block end>, but found '?'
  in ""<unicode string>"", line 7, column 7:
          outcomes: Multiple endings
          ^"
story,llama3.1-70b,yaml,44.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 7, column 20:
      title: Shadowfall: The Lost Prophecy
                       ^"
story,llama3.1-70b,yaml,49.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 3, column 13:
        factions:
                ^"
story,llama3.1-70b,yaml,55.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      beginning: In a world where magi ... 
      ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 7, column 31:
      synopsis: ""Echoes of Magic"" is an open-world RPG where you m ... 
                                  ^"
story,llama3.1-70b,yaml,62.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 7, column 5:
        - ""Echoes of Eternity"" follows t ... 
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 7, column 28:
        - ""Echoes of Eternity"" follows the story of a young adv ... 
                               ^"
story,llama3.1-70b,yaml,63.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 6, column 19:
      title: Last Hope: Rebirth
                      ^"
story,llama3.1-70b,yaml,69.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 8, column 5:
        - ""Echoes of Tomorrow"" follows t ... 
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 8, column 28:
        - ""Echoes of Tomorrow"" follows the journey of Maya, a g ... 
                               ^"
story,llama3.1-70b,yaml,71.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      beginning: In a world where magi ... 
      ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 5, column 21:
        ""Eternal Frost"" follows the journey of Eira, a y ... 
                        ^"
story,llama3.1-70b,yaml,85.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 4, column 123:
     ...  determine the fate of the world:
                                         ^"
story,llama3.1-70b,yaml,91.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 6, column 5:
        - ""Echoes of Eternity"" follows t ... 
        ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 6, column 28:
        - ""Echoes of Eternity"" follows the story of Lyra, an ad ... 
                               ^"
story,mpt,json,8.txt,key_completeness,The key 'game' is missing.
story,mpt,yaml,4.txt,key_completeness,The key 'title' is missing.
story,mpt,yaml,53.txt,key_completeness,"The key 'title' is missing., The key 'beginning' is missing., The key 'ending' is missing."
story,mpt,yaml,61.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 2, column 3:
      title: Game
      ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 12, column 4:
       的关键在于缩进错误和在多行字符串中使用了不恰当的换行，我已修正。 ... 
       ^"
story,mpt,yaml,81.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 4, column 77:
     ... e of an AI companion called A.I.:
                                         ^"
story,mpt,yaml,86.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 5:
        - the beginning of the game
        ^
expected <block end>, but found '?'
  in ""<unicode string>"", line 4, column 5:
        setting: The setting where the s ... 
        ^"
